,Station,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,O'Hare,41.973101,-87.9067679,Garrett Popcorn Shops,41.97604660359226,-87.9020243883133,Snack Place
1,O'Hare,41.973101,-87.9067679,American Airlines Flagship Lounge,41.974532996890694,-87.89962323290801,Airport Lounge
2,O'Hare,41.973101,-87.9067679,Tortas Frontera by Rick Bayless,41.975421410706076,-87.90014678520672,Mexican Restaurant
3,O'Hare,41.973101,-87.9067679,Argo Tea,41.97581698348863,-87.90259022164942,Tea Room
4,O'Hare,41.973101,-87.9067679,O'Hare Yoga Room,41.975486932746016,-87.90324509704142,Yoga Studio
5,O'Hare,41.973101,-87.9067679,Garrett Popcorn Shops,41.97883016620477,-87.90689040352754,Snack Place
6,O'Hare,41.973101,-87.9067679,Tortas Frontera by Rick Bayless,41.98000043685342,-87.90680342509039,Mexican Restaurant
7,O'Hare,41.973101,-87.9067679,Vosges Haut Chocolat,41.975431,-87.900601,Chocolate Shop
8,O'Hare,41.973101,-87.9067679,Summer House Santa Monica,41.97661053403628,-87.90558269601848,American Restaurant
9,O'Hare,41.973101,-87.9067679,United Polaris Lounge,41.97876941947598,-87.91073486208916,Airport Lounge
10,O'Hare,41.973101,-87.9067679,Delta Airlines,41.97644939433806,-87.90462613105774,Airport Service
11,O'Hare,41.973101,-87.9067679,Starbucks,41.97636508761344,-87.90535497136388,Coffee Shop
12,O'Hare,41.973101,-87.9067679,Shoe Hospital,41.97606140687211,-87.90103328731482,Shoe Store
13,O'Hare,41.973101,-87.9067679,Argo Tea,41.977469867001915,-87.89913343859924,Tea Room
14,O'Hare,41.973101,-87.9067679,Argo Tea,41.9753483785223,-87.90661359943748,Tea Room
15,O'Hare,41.973101,-87.9067679,Nuts on Clark,41.974364316104044,-87.90048094524438,Snack Place
16,O'Hare,41.973101,-87.9067679,Vosges Haut Chocolat,41.978006967425216,-87.90712055962169,Chocolate Shop
17,O'Hare,41.973101,-87.9067679,Nuts On Clark,41.9756642699009,-87.90596342923867,Snack Place
18,O'Hare,41.973101,-87.9067679,TSA Precheck Terminal 1,41.97853070548796,-87.90660712942952,Airport Service
19,O'Hare,41.973101,-87.9067679,Publican Tavern,41.97657317115191,-87.90090845754365,Gastropub
20,O'Hare,41.973101,-87.9067679,Starbucks,41.97683392017352,-87.91067392748674,Coffee Shop
21,O'Hare,41.973101,-87.9067679,Starbucks,41.97345745470443,-87.90332987217877,Coffee Shop
22,O'Hare,41.973101,-87.9067679,Starbucks,41.97914746831395,-87.90682151913643,Coffee Shop
23,O'Hare,41.973101,-87.9067679,United Club,41.9745619370165,-87.90666648590486,Airport Lounge
24,O'Hare,41.973101,-87.9067679,American Airlines Admirals Club,41.97495785942164,-87.89996981620789,Airport Lounge
25,O'Hare,41.973101,-87.9067679,Wicker Park Seafood & Sushi,41.97680831463837,-87.91060745716095,Seafood Restaurant
26,O'Hare,41.973101,-87.9067679,Goose Island Beer Co.,41.97705588351108,-87.9072140874541,Beer Bar
27,O'Hare,41.973101,-87.9067679,Jamba Juice,41.97834223750417,-87.90691352100112,Juice Bar
28,O'Hare,41.973101,-87.9067679,Garrett Popcorn Shop,41.974009,-87.888882,Gourmet Shop
29,O'Hare,41.973101,-87.9067679,O'Hare URBAN Garden,41.975391800880054,-87.90332544817633,Garden
30,O'Hare,41.973101,-87.9067679,Brachiosaurus Altithorax,41.978923840975796,-87.9068343599947,Exhibit
31,O'Hare,41.973101,-87.9067679,Coach,41.97671467683633,-87.90579450025689,Accessories Store
32,O'Hare,41.973101,-87.9067679,Auntie Anne's,41.97572708081826,-87.90588923802716,Snack Place
33,O'Hare,41.973101,-87.9067679,Wicker Park Seafood & Sushi,41.97689082048119,-87.90607124187169,Seafood Restaurant
34,O'Hare,41.973101,-87.9067679,Oakley,41.978911387367134,-87.90677597397006,Accessories Store
35,O'Hare,41.973101,-87.9067679,American Airlines,41.97672057875174,-87.90122509002686,Airport Service
36,O'Hare,41.973101,-87.9067679,Planet Smoothie,41.97716218232593,-87.91057409805302,Smoothie Shop
37,O'Hare,41.973101,-87.9067679,Berghoff Cafe,41.98047322353814,-87.90992519052597,American Restaurant
38,O'Hare,41.973101,-87.9067679,Bubbles Wine Bar,41.97550729,-87.90047838,Wine Bar
39,O'Hare,41.973101,-87.9067679,Red Mango,41.977890583726925,-87.90709957576809,Frozen Yogurt Shop
40,O'Hare,41.973101,-87.9067679,Starbucks,41.977287669289865,-87.89883770921733,Coffee Shop
41,O'Hare,41.973101,-87.9067679,Auntie Anne's,41.9788394461691,-87.91015427123057,Snack Place
42,O'Hare,41.973101,-87.9067679,Smoothie King,41.977611,-87.907204,Smoothie Shop
43,O'Hare,41.973101,-87.9067679,Terminal Getaway Spa,41.976057702441395,-87.90216374160508,Spa
44,O'Hare,41.973101,-87.9067679,Saladworks,41.97741847450652,-87.91049437480977,Salad Place
45,O'Hare,41.973101,-87.9067679,Starbucks,41.97585919055778,-87.90243970721795,Coffee Shop
46,O'Hare,41.973101,-87.9067679,United Airlines,41.9788776881296,-87.90635559823536,Airport Service
47,O'Hare,41.973101,-87.9067679,United Club,41.97812610936378,-87.90665920304076,Airport Lounge
48,O'Hare,41.973101,-87.9067679,JetBlue Airlines,41.97738896403033,-87.89932522689924,Airport Service
49,O'Hare,41.973101,-87.9067679,Jazz the Bar,41.979194521861,-87.91036206876286,Bar
50,O'Hare,41.973101,-87.9067679,T-Mobile,41.97397402054054,-87.9006485225617,Mobile Phone Shop
51,O'Hare,41.973101,-87.9067679,Starbucks,41.97437742247415,-87.89710050228078,Coffee Shop
52,O'Hare,41.973101,-87.9067679,The Goddess and Grocer,41.974980744128146,-87.8902816831264,American Restaurant
53,O'Hare,41.973101,-87.9067679,Rocky Mountain Chocolate Factory,41.9807773264304,-87.90640475148827,Dessert Shop
54,O'Hare,41.973101,-87.9067679,Hub51,41.974393339245566,-87.89069238992798,American Restaurant
55,O'Hare,41.973101,-87.9067679,Michael Kors,41.974979,-87.891388,Boutique
56,O'Hare,41.973101,-87.9067679,Tortas Frontera by Rick Bayless,41.97407688018011,-87.89015936825308,Mexican Restaurant
57,O'Hare,41.973101,-87.9067679,Starbucks,41.98078287682257,-87.90973227560536,Coffee Shop
58,O'Hare,41.973101,-87.9067679,Starbucks,41.98077117239818,-87.90962570673302,Coffee Shop
59,O'Hare,41.973101,-87.9067679,Urban Olive,41.97439728826435,-87.8907395832357,Mediterranean Restaurant
60,O'Hare,41.973101,-87.9067679,Starbucks,41.98111362335445,-87.90632908071339,Coffee Shop
61,O'Hare,41.973101,-87.9067679,Brookstone,41.9747308026714,-87.89063572883606,Electronics Store
62,O'Hare,41.973101,-87.9067679,Tocco,41.9752270561409,-87.89148759868112,Italian Restaurant
63,O'Hare,41.973101,-87.9067679,RJ Grunts,41.97436714507862,-87.89084275844563,American Restaurant
64,O'Hare,41.973101,-87.9067679,Gold Coast Dogs,41.974727367610846,-87.8905750449911,Hot Dog Joint
65,O'Hare,41.973101,-87.9067679,Wow Bao,41.97461097200382,-87.8904830673553,Asian Restaurant
66,O'Hare,41.973101,-87.9067679,Metropolis Coffee,41.975090993008166,-87.89014776434172,Coffee Shop
67,O'Hare,41.973101,-87.9067679,FedEx Ship Center,41.9619684,-87.924341,Shipping Store
68,O'Hare,41.973101,-87.9067679,McDonald's,41.98007639030633,-87.90656805038452,Fast Food Restaurant
69,O'Hare,41.973101,-87.9067679,Galileo Liquor Bar,41.981101486918995,-87.90577673276974,Pub
70,O'Hare,41.973101,-87.9067679,Great American Bagel & Bakery,41.980772881397364,-87.90639945871862,Bagel Shop
71,O'Hare,41.973101,-87.9067679,United Club,41.981212429510926,-87.90570661310623,Airport Lounge
72,O'Hare,41.973101,-87.9067679,Terminal Getaway Spa,41.9805093550522,-87.90655764056389,Massage Studio
73,O'Hare,41.973101,-87.9067679,Big Bowl,41.975066895305794,-87.89143610140175,Asian Restaurant
74,O'Hare,41.973101,-87.9067679,Taxiway N,41.970401763916016,-87.92188262939453,Airport Service
75,O'Hare,41.973101,-87.9067679,I Love Chicago,41.974917,-87.891142,Souvenir Shop
76,O'Hare,41.973101,-87.9067679,Icelandair Ticket Counter,41.975017,-87.89058,Airport Service
77,O'Hare,41.973101,-87.9067679,In The Middle Of The Michigam Ocean,41.98094203687149,-87.89418996819316,Moving Target
78,O'Hare,41.973101,-87.9067679,Royal Jordanian Ticket Counter,41.97487921400071,-87.89036643400323,Airport Service
79,O'Hare,41.973101,-87.9067679,Cathay Pacific Ticket Counter,41.97524154962076,-87.89028467821375,Airport Terminal
80,Rosemont,41.995343,-87.7337447,Lou Malnati's Pizzeria,42.00214882041489,-87.72563368546032,Pizza Place
81,Rosemont,41.995343,-87.7337447,Starbucks,41.98995353,-87.73391999,Coffee Shop
82,Rosemont,41.995343,-87.7337447,CorePower Yoga,41.9903700314568,-87.73218289017677,Yoga Studio
83,Rosemont,41.995343,-87.7337447,Backyard Grill,41.99704043826618,-87.72883668054473,Fast Food Restaurant
84,Rosemont,41.995343,-87.7337447,Giordano's,41.99345478901996,-87.72824003208257,Pizza Place
85,Rosemont,41.995343,-87.7337447,Alarmist Brewing,41.98991409198664,-87.73161167990055,Brewery
86,Rosemont,41.995343,-87.7337447,Habitat For Humanity Restore,41.99127055763922,-87.72917367691798,Outlet Store
87,Rosemont,41.995343,-87.7337447,Oberweis Ice Cream and Dairy Store,41.99858312810664,-87.72026970858099,Ice Cream Shop
88,Rosemont,41.995343,-87.7337447,North Park Village Nature Center,41.98769544044246,-87.72428186075668,Nature Preserve
89,Rosemont,41.995343,-87.7337447,Sauganash Park,41.98827362,-87.73747117,Park
90,Rosemont,41.995343,-87.7337447,Restaurant Depot,41.98714055365802,-87.7302519243208,Kitchen Supply Store
91,Rosemont,41.995343,-87.7337447,Whole Foods Market,41.99069760831139,-87.7486219906842,Grocery Store
92,Rosemont,41.995343,-87.7337447,Novelty Golf & Games,41.997719625411094,-87.72049739697675,Mini Golf
93,Rosemont,41.995343,-87.7337447,L. Woods Tap And Pine Lodge,42.0102073545597,-87.73784979159677,American Restaurant
94,Rosemont,41.995343,-87.7337447,Acorn Tire Chicago,41.994449,-87.714606,Automotive Shop
95,Rosemont,41.995343,-87.7337447,Binny's Beverage Depot,42.011112016098316,-87.73761753639202,Liquor Store
96,Rosemont,41.995343,-87.7337447,Giordano's,41.9989381,-87.72061082,Pizza Place
97,Rosemont,41.995343,-87.7337447,Peterson Park,41.987769608920594,-87.71947676349654,Park
98,Rosemont,41.995343,-87.7337447,Libanais,41.99746346111234,-87.71199938816761,Middle Eastern Restaurant
99,Rosemont,41.995343,-87.7337447,Peterson Park Gymnastics Center,41.9860734928868,-87.72660509421401,Gymnastics Gym
100,Rosemont,41.995343,-87.7337447,Pho 5 Lua,41.995825085054285,-87.71260177133978,Vietnamese Restaurant
101,Rosemont,41.995343,-87.7337447,Popeyes Louisiana Kitchen,41.99640478629771,-87.71670514599985,Fried Chicken Joint
102,Rosemont,41.995343,-87.7337447,Dairy Star,41.99755,-87.71651,Ice Cream Shop
103,Rosemont,41.995343,-87.7337447,Walgreens,42.003887003465366,-87.72992312908173,Pharmacy
104,Rosemont,41.995343,-87.7337447,Meatheads,42.00314022531374,-87.72849579230987,Burger Joint
105,Rosemont,41.995343,-87.7337447,Bacolod Chicken Haus,41.99624857390285,-87.71700074052832,Filipino Restaurant
106,Rosemont,41.995343,-87.7337447,Great Beijing,42.00317042716139,-87.72758458289783,Chinese Restaurant
107,Rosemont,41.995343,-87.7337447,Schlegel's bakery,42.011609214170406,-87.72677319226725,Bakery
108,Rosemont,41.995343,-87.7337447,Renga-Tei,42.01184740594307,-87.72833368074262,Japanese Restaurant
109,Rosemont,41.995343,-87.7337447,CVS pharmacy,41.9974190808737,-87.72846734123041,Pharmacy
110,Rosemont,41.995343,-87.7337447,Dunkin',42.01204261922249,-87.72662433862064,Donut Shop
111,Rosemont,41.995343,-87.7337447,Henry Proesel Park,42.009646640233655,-87.74187958421365,Park
112,Rosemont,41.995343,-87.7337447,Wholly Frijoles,42.011971,-87.72661149999999,Mexican Restaurant
113,Rosemont,41.995343,-87.7337447,Dunkin',41.99771558022361,-87.72794594049282,Donut Shop
114,Rosemont,41.995343,-87.7337447,East of Edens,41.99723753625308,-87.74886747320393,Fast Food Restaurant
115,Rosemont,41.995343,-87.7337447,Miska's Keystone Liquors,41.99808700624096,-87.74811791887043,Liquor Store
116,Rosemont,41.995343,-87.7337447,Taste Of Cuba,42.01185312800081,-87.72710028640037,Cuban Restaurant
117,Rosemont,41.995343,-87.7337447,Panera Bread,41.993097,-87.711334,Bakery
118,Rosemont,41.995343,-87.7337447,Starbucks,41.99290110930252,-87.71101483887858,Coffee Shop
119,Rosemont,41.995343,-87.7337447,Lincolnwood Wines & Spirits,42.0070458576895,-87.73297915677446,Liquor Store
120,Rosemont,41.995343,-87.7337447,Chase Bank,41.989508,-87.733653,Bank
121,Rosemont,41.995343,-87.7337447,Starbucks,42.01201928391497,-87.73773703770807,Coffee Shop
122,Rosemont,41.995343,-87.7337447,Himshikhar Restaurant,41.99086159353953,-87.74815151888365,Indian Restaurant
123,Rosemont,41.995343,-87.7337447,Torrid,42.00448,-87.73006,Clothing Store
124,Rosemont,41.995343,-87.7337447,Starbucks,41.994296882616304,-87.74858391114822,Coffee Shop
125,Rosemont,41.995343,-87.7337447,Luna Nails,42.00539334505662,-87.73105843564787,Nail Salon
126,Rosemont,41.995343,-87.7337447,Jiffy Lube,42.01152889618593,-87.7293776380634,Automotive Shop
127,Rosemont,41.995343,-87.7337447,Hoanh Long Restaurant,41.9937038,-87.7132903,Vietnamese Restaurant
128,Rosemont,41.995343,-87.7337447,Martino's Italian Cuisine & Pizzeria,41.990286068312614,-87.71517608633991,Italian Restaurant
129,Rosemont,41.995343,-87.7337447,Red Mango,41.99735659827334,-87.74839104763957,Frozen Yogurt Shop
130,Rosemont,41.995343,-87.7337447,Five Below,41.994227893286045,-87.7114840264357,Miscellaneous Shop
131,Rosemont,41.995343,-87.7337447,Sushi World,41.995304589492186,-87.71249021629292,Sushi Restaurant
132,Rosemont,41.995343,-87.7337447,T.J. Maxx,41.994701,-87.712215,Department Store
133,Rosemont,41.995343,-87.7337447,Mee Mah Restaurant,41.99036794138708,-87.73025426684369,Chinese Restaurant
134,Rosemont,41.995343,-87.7337447,FedEx Office Print & Ship Center,42.005349,-87.730633,Shipping Store
135,Rosemont,41.995343,-87.7337447,Dollar Tree,41.99681210630228,-87.7173268970546,Discount Store
136,Rosemont,41.995343,-87.7337447,Budget Car Rental,41.999699,-87.721864,Rental Car Location
137,Rosemont,41.995343,-87.7337447,T-Mobile,41.99470740701588,-87.71233263334034,Mobile Phone Shop
138,Rosemont,41.995343,-87.7337447,Billy Caldwell Golf Course,41.992250770530184,-87.75699973638704,Golf Course
139,Rosemont,41.995343,-87.7337447,Bryn Mawr Country Club,42.00164379434287,-87.72952407907727,Golf Course
140,Rosemont,41.995343,-87.7337447,T-Mobile,41.99689868453799,-87.74872361707878,Mobile Phone Shop
141,Rosemont,41.995343,-87.7337447,Lincoln village,41.99431174216634,-87.71167882146591,Shopping Mall
142,Rosemont,41.995343,-87.7337447,City Fresh Market,41.99734562218716,-87.70969563612556,Food & Drink Shop
143,Rosemont,41.995343,-87.7337447,The UPS Store,41.99469992120753,-87.71220177412033,Shipping Store
144,Rosemont,41.995343,-87.7337447,Subway,42.00533050841611,-87.73116293891003,Sandwich Place
145,Rosemont,41.995343,-87.7337447,Baskin-Robbins,41.990024,-87.714427,Ice Cream Shop
146,Rosemont,41.995343,-87.7337447,Sally Beauty Supply,41.994501301369745,-87.71271869563974,Cosmetics Shop
147,Rosemont,41.995343,-87.7337447,Pizza Hut,41.997032,-87.71609,Pizza Place
148,Rosemont,41.995343,-87.7337447,CVS pharmacy,42.011007,-87.737113,Pharmacy
149,Rosemont,41.995343,-87.7337447,Dunkin',42.000658,-87.723327,Donut Shop
150,Rosemont,41.995343,-87.7337447,Subway,41.9899101129437,-87.73379363042814,Sandwich Place
151,Rosemont,41.995343,-87.7337447,Eden's,41.99124915849554,-87.74810085956658,Fast Food Restaurant
152,Rosemont,41.995343,-87.7337447,Dunkin',42.005555246460126,-87.73089408874512,Donut Shop
153,Rosemont,41.995343,-87.7337447,Domicile Furniture,42.00787523657335,-87.72096136588246,Furniture / Home Store
154,Rosemont,41.995343,-87.7337447,Shell,41.99752421436391,-87.7194944880836,Gas Station
155,Rosemont,41.995343,-87.7337447,Stefani Prime,42.003956,-87.747795,Steakhouse
156,Rosemont,41.995343,-87.7337447,Dunkin',41.989946,-87.7143308,Donut Shop
157,Rosemont,41.995343,-87.7337447,Ross Dress for Less,41.99354413583338,-87.71147496568487,Clothing Store
158,Rosemont,41.995343,-87.7337447,Subway,41.986762,-87.714481,Sandwich Place
159,Rosemont,41.995343,-87.7337447,Verizon Wireless,41.99397145151855,-87.71337706850666,Mobile Phone Shop
160,Cumberland,41.973101,-87.9067679,Garrett Popcorn Shops,41.97604660359226,-87.9020243883133,Snack Place
161,Cumberland,41.973101,-87.9067679,American Airlines Flagship Lounge,41.974532996890694,-87.89962323290801,Airport Lounge
162,Cumberland,41.973101,-87.9067679,Tortas Frontera by Rick Bayless,41.975421410706076,-87.90014678520672,Mexican Restaurant
163,Cumberland,41.973101,-87.9067679,Argo Tea,41.97581698348863,-87.90259022164942,Tea Room
164,Cumberland,41.973101,-87.9067679,O'Hare Yoga Room,41.975486932746016,-87.90324509704142,Yoga Studio
165,Cumberland,41.973101,-87.9067679,Garrett Popcorn Shops,41.97883016620477,-87.90689040352754,Snack Place
166,Cumberland,41.973101,-87.9067679,Tortas Frontera by Rick Bayless,41.98000043685342,-87.90680342509039,Mexican Restaurant
167,Cumberland,41.973101,-87.9067679,Vosges Haut Chocolat,41.975431,-87.900601,Chocolate Shop
168,Cumberland,41.973101,-87.9067679,Summer House Santa Monica,41.97661053403628,-87.90558269601848,American Restaurant
169,Cumberland,41.973101,-87.9067679,United Polaris Lounge,41.97876941947598,-87.91073486208916,Airport Lounge
170,Cumberland,41.973101,-87.9067679,Delta Airlines,41.97644939433806,-87.90462613105774,Airport Service
171,Cumberland,41.973101,-87.9067679,Starbucks,41.97636508761344,-87.90535497136388,Coffee Shop
172,Cumberland,41.973101,-87.9067679,Shoe Hospital,41.97606140687211,-87.90103328731482,Shoe Store
173,Cumberland,41.973101,-87.9067679,Argo Tea,41.977469867001915,-87.89913343859924,Tea Room
174,Cumberland,41.973101,-87.9067679,Argo Tea,41.9753483785223,-87.90661359943748,Tea Room
175,Cumberland,41.973101,-87.9067679,Nuts on Clark,41.974364316104044,-87.90048094524438,Snack Place
176,Cumberland,41.973101,-87.9067679,Vosges Haut Chocolat,41.978006967425216,-87.90712055962169,Chocolate Shop
177,Cumberland,41.973101,-87.9067679,Nuts On Clark,41.9756642699009,-87.90596342923867,Snack Place
178,Cumberland,41.973101,-87.9067679,TSA Precheck Terminal 1,41.97853070548796,-87.90660712942952,Airport Service
179,Cumberland,41.973101,-87.9067679,Publican Tavern,41.97657317115191,-87.90090845754365,Gastropub
180,Cumberland,41.973101,-87.9067679,Starbucks,41.97683392017352,-87.91067392748674,Coffee Shop
181,Cumberland,41.973101,-87.9067679,Starbucks,41.97345745470443,-87.90332987217877,Coffee Shop
182,Cumberland,41.973101,-87.9067679,Starbucks,41.97914746831395,-87.90682151913643,Coffee Shop
183,Cumberland,41.973101,-87.9067679,United Club,41.9745619370165,-87.90666648590486,Airport Lounge
184,Cumberland,41.973101,-87.9067679,American Airlines Admirals Club,41.97495785942164,-87.89996981620789,Airport Lounge
185,Cumberland,41.973101,-87.9067679,Wicker Park Seafood & Sushi,41.97680831463837,-87.91060745716095,Seafood Restaurant
186,Cumberland,41.973101,-87.9067679,Goose Island Beer Co.,41.97705588351108,-87.9072140874541,Beer Bar
187,Cumberland,41.973101,-87.9067679,Jamba Juice,41.97834223750417,-87.90691352100112,Juice Bar
188,Cumberland,41.973101,-87.9067679,Garrett Popcorn Shop,41.974009,-87.888882,Gourmet Shop
189,Cumberland,41.973101,-87.9067679,O'Hare URBAN Garden,41.975391800880054,-87.90332544817633,Garden
190,Cumberland,41.973101,-87.9067679,Brachiosaurus Altithorax,41.978923840975796,-87.9068343599947,Exhibit
191,Cumberland,41.973101,-87.9067679,Coach,41.97671467683633,-87.90579450025689,Accessories Store
192,Cumberland,41.973101,-87.9067679,Auntie Anne's,41.97572708081826,-87.90588923802716,Snack Place
193,Cumberland,41.973101,-87.9067679,Wicker Park Seafood & Sushi,41.97689082048119,-87.90607124187169,Seafood Restaurant
194,Cumberland,41.973101,-87.9067679,Oakley,41.978911387367134,-87.90677597397006,Accessories Store
195,Cumberland,41.973101,-87.9067679,American Airlines,41.97672057875174,-87.90122509002686,Airport Service
196,Cumberland,41.973101,-87.9067679,Planet Smoothie,41.97716218232593,-87.91057409805302,Smoothie Shop
197,Cumberland,41.973101,-87.9067679,Berghoff Cafe,41.98047322353814,-87.90992519052597,American Restaurant
198,Cumberland,41.973101,-87.9067679,Bubbles Wine Bar,41.97550729,-87.90047838,Wine Bar
199,Cumberland,41.973101,-87.9067679,Red Mango,41.977890583726925,-87.90709957576809,Frozen Yogurt Shop
200,Cumberland,41.973101,-87.9067679,Starbucks,41.977287669289865,-87.89883770921733,Coffee Shop
201,Cumberland,41.973101,-87.9067679,Auntie Anne's,41.9788394461691,-87.91015427123057,Snack Place
